image,category
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000816.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000820.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000823.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000834.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000837.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000840.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000845.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000846.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000861.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000863.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000866.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000870.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000877.jpg,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000880.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000883.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000898.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000912.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000918.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000930.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000934.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001669.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001675.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001682.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001684.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001686.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001688.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001705.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001706.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001707.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001715.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001717.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001734.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001736.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001737.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001750.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001754.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001760.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001762.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001763.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001764.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001766.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001770.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001776.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000114.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000134.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000176.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000178.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000946.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000957.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000965.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000966.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000972.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000976.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000981.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000986.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001012.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001015.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001029.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001047.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001059.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001073.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001078.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001090.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001093.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001097.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001104.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001115.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001121.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001137.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001138.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001204.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001209.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001217.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001227.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001237.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001244.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001254.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001257.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001267.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001274.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001281.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001288.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001311.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001317.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001342.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001352.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001357.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001359.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001363.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001367.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001373.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001394.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001401.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001410.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001437.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001448.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001460.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001471.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001472.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001476.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001477.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001488.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001491.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001497.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001504.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001511.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001512.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001514.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001518.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001540.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001543.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001553.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001556.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001562.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001571.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001574.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001575.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001587.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001608.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001621.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001642.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001656.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001660.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000091.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000092.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000093.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000094.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000095.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000097.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000098.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000099.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000100.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000101.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000102.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000103.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000104.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000105.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000106.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000107.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000108.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000110.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000112.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000113.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000115.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000117.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000118.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000119.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000121.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000122.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000123.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000124.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000126.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000127.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000130.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000131.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000132.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000133.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000135.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000138.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000140.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000141.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000142.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000144.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000146.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000147.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000149.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000150.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000151.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000152.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000153.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000155.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000156.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000157.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000158.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000159.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000160.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000163.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000164.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000165.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000167.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000169.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000170.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000171.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000172.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000173.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000174.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000175.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000179.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000936.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000937.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000939.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000940.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000941.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000942.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000943.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000944.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000947.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000949.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000950.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000951.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000952.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000953.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000955.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000958.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000959.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000960.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000961.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000962.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000963.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000964.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000967.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000968.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000969.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000970.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000971.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000973.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000974.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000977.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000978.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000979.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000980.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000982.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000983.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000984.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000988.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000989.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000990.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000991.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000992.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000993.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000994.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000995.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000996.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000997.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000998.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000999.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001000.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001001.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001002.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001005.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001006.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001007.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001008.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001009.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001013.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001014.png,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001016.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001017.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001018.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001019.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001020.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001021.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001022.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001025.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001026.png,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001028.png,Daylight
